compressive_strength,compressive_strength_stdev,density,density_stdev,elastic_modulus,elastic_modulus_stdev,elongation_at_break,elongation_at_break_stdev,flexural_modulus,flexural_modulus_stdev,flexural_strenght,flexural_strenght_stdev,tensile_strength,tensile_strength_stdev,thermal_conductivity,thermal_conductivity_stdev,young_modulus,young_modulus_stdev
358,57.28,0.2,0.034,115,27.599999999999998,5,1.0,7,1.12,0.8,0.04000000000000001,6.6,1.9139999999999997,0.32,0.048,388,31.04
431,68.96000000000001,0.12,0.0204,55,13.2,5,1.0,70,11.200000000000001,0.23,0.011500000000000002,15.9,4.611,9.66,1.449,245,19.6
222,35.52,0.38,0.0646,87,20.88,1,0.2,42,6.72,0.94,0.047,15.6,4.524,9.94,1.4909999999999999,229,18.32
778,124.48,0.43,0.0731,11,2.6399999999999997,7,1.4000000000000001,36,5.76,0.65,0.0325,13.3,3.8569999999999998,3.68,0.552,283,22.64
372,59.52,0.13,0.0221,36,8.64,3,0.6000000000000001,21,3.36,0.06,0.003,9.2,2.6679999999999997,8.51,1.2765,217,17.36
870,139.20000000000002,0.2,0.034,2,0.48,3,0.6000000000000001,2,0.32,0.39,0.019500000000000003,16.6,4.814,5.6,0.84,416,33.28
78,12.48,0.31,0.052700000000000004,71,17.04,7,1.4000000000000001,43,6.88,0.74,0.037,7.9,2.291,3.2,0.48,440,35.2
914,146.24,0.43,0.0731,57,13.68,2,0.4,38,6.08,0.16,0.008,16.4,4.755999999999999,7.5,1.125,239,19.12
1002,160.32,0.4,0.068,5,1.2,2,0.4,10,1.6,0.69,0.034499999999999996,16.8,4.872,3.79,0.5685,265,21.2
756,120.96000000000001,0.28,0.04760000000000001,85,20.4,3,0.6000000000000001,12,1.92,0.34,0.017,15.0,4.35,4.81,0.7214999999999999,410,32.8
325,52.0,0.22,0.0374,10,2.4,6,1.2000000000000002,3,0.48,0.9,0.045000000000000005,11.9,3.451,7.7,1.155,373,29.84
933,149.28,0.25,0.0425,107,25.68,5,1.0,54,8.64,0.62,0.031,7.2,2.088,9.43,1.4144999999999999,79,6.32
975,156.0,0.48,0.0816,30,7.199999999999999,3,0.6000000000000001,6,0.96,0.12,0.006,17.5,5.074999999999999,6.74,1.011,146,11.68
141,22.56,0.14,0.023800000000000005,114,27.36,2,0.4,73,11.68,0.43,0.021500000000000002,6.8,1.9719999999999998,0.8,0.12,491,39.28
1043,166.88,0.25,0.0425,46,11.04,6,1.2000000000000002,7,1.12,0.27,0.013500000000000002,8.3,2.407,0.13,0.0195,225,18.0
901,144.16,0.2,0.034,52,12.48,0,0.0,22,3.52,0.58,0.028999999999999998,11.2,3.2479999999999998,9.47,1.4205,10,0.8
257,41.12,0.15,0.025500000000000002,24,5.76,0,0.0,23,3.68,0.27,0.013500000000000002,14.1,4.0889999999999995,5.24,0.786,267,21.36
832,133.12,0.13,0.0221,66,15.84,5,1.0,72,11.52,0.4,0.020000000000000004,6.3,1.8269999999999997,1.51,0.22649999999999998,447,35.76
102,16.32,0.28,0.04760000000000001,15,3.5999999999999996,5,1.0,58,9.28,0.36,0.018,8.2,2.3779999999999997,9.43,1.4144999999999999,114,9.120000000000001
363,58.08,0.1,0.017,2,0.48,7,1.4000000000000001,81,12.96,0.92,0.046000000000000006,15.2,4.4079999999999995,9.09,1.3635,469,37.52
203,32.480000000000004,0.14,0.023800000000000005,79,18.96,2,0.4,24,3.84,0.42,0.021,15.4,4.466,4.05,0.6074999999999999,361,28.88
1007,161.12,0.41,0.0697,52,12.48,7,1.4000000000000001,5,0.8,0.59,0.0295,16.4,4.755999999999999,9.66,1.449,180,14.4
632,101.12,0.14,0.023800000000000005,87,20.88,6,1.2000000000000002,32,5.12,0.36,0.018,8.7,2.5229999999999997,7.57,1.1355,111,8.88
901,144.16,0.38,0.0646,60,14.399999999999999,5,1.0,53,8.48,0.87,0.043500000000000004,14.4,4.176,0.87,0.1305,301,24.080000000000002
472,75.52,0.08,0.013600000000000001,57,13.68,4,0.8,81,12.96,0.65,0.0325,13.2,3.8279999999999994,3.73,0.5595,215,17.2
607,97.12,0.49,0.0833,92,22.08,2,0.4,62,9.92,0.19,0.009500000000000001,16.3,4.727,2.59,0.38849999999999996,354,28.32
945,151.20000000000002,0.44,0.0748,96,23.04,3,0.6000000000000001,13,2.08,0.34,0.017,17.2,4.9879999999999995,4.51,0.6765,460,36.800000000000004
406,64.96000000000001,0.19,0.0323,108,25.919999999999998,2,0.4,57,9.120000000000001,0.17,0.0085,8.2,2.3779999999999997,3.42,0.513,141,11.28
355,56.800000000000004,0.38,0.0646,65,15.6,2,0.4,62,9.92,0.45,0.022500000000000003,6.9,2.001,2.67,0.40049999999999997,476,38.08
416,66.56,0.25,0.0425,1,0.24,6,1.2000000000000002,25,4.0,0.14,0.007000000000000001,15.1,4.379,0.38,0.056999999999999995,319,25.52
517,82.72,0.39,0.06630000000000001,10,2.4,5,1.0,44,7.04,0.82,0.041,6.2,1.7979999999999998,3.2,0.48,125,10.0
174,27.84,0.15,0.025500000000000002,109,26.16,7,1.4000000000000001,7,1.12,0.84,0.042,13.7,3.9729999999999994,3.61,0.5415,336,26.88
787,125.92,0.32,0.054400000000000004,5,1.2,3,0.6000000000000001,2,0.32,0.7,0.034999999999999996,14.9,4.321,5.17,0.7755,244,19.52
972,155.52,0.21,0.0357,100,24.0,1,0.2,40,6.4,0.08,0.004,11.5,3.335,3.69,0.5535,28,2.24
571,91.36,0.33,0.056100000000000004,50,12.0,0,0.0,6,0.96,0.74,0.037,8.7,2.5229999999999997,5.06,0.7589999999999999,424,33.92
804,128.64000000000001,0.08,0.013600000000000001,109,26.16,0,0.0,42,6.72,0.82,0.041,14.0,4.06,2.98,0.447,473,37.84
126,20.16,0.23,0.0391,65,15.6,3,0.6000000000000001,20,3.2,0.87,0.043500000000000004,7.7,2.233,7.62,1.143,189,15.120000000000001
1039,166.24,0.42,0.0714,50,12.0,0,0.0,21,3.36,0.66,0.033,11.6,3.364,3.53,0.5295,377,30.16
854,136.64000000000001,0.48,0.0816,20,4.8,3,0.6000000000000001,34,5.44,0.41,0.0205,17.4,5.045999999999999,8.37,1.2554999999999998,199,15.92
1147,183.52,0.42,0.0714,91,21.84,5,1.0,30,4.8,0.49,0.0245,9.4,2.726,9.54,1.4309999999999998,247,19.76
290,46.4,0.36,0.061200000000000004,99,23.759999999999998,2,0.4,3,0.48,0.33,0.0165,14.5,4.205,6.8,1.02,44,3.52
375,60.0,0.15,0.025500000000000002,76,18.24,7,1.4000000000000001,53,8.48,0.56,0.028000000000000004,14.8,4.292,1.6,0.24,499,39.92
711,113.76,0.27,0.0459,50,12.0,3,0.6000000000000001,32,5.12,0.16,0.008,8.4,2.436,9.25,1.3875,126,10.08
263,42.08,0.28,0.04760000000000001,63,15.12,4,0.8,12,1.92,0.59,0.0295,5.1,1.4789999999999999,3.72,0.558,2,0.16
52,8.32,0.38,0.0646,32,7.68,4,0.8,37,5.92,0.38,0.019000000000000003,13.2,3.8279999999999994,4.39,0.6585,57,4.5600000000000005
552,88.32000000000001,0.33,0.056100000000000004,63,15.12,0,0.0,20,3.2,0.41,0.0205,11.6,3.364,4.41,0.6615,215,17.2
654,104.64,0.2,0.034,29,6.96,4,0.8,75,12.0,0.78,0.03900000000000001,17.3,5.0169999999999995,1.25,0.1875,174,13.92
691,110.56,0.45,0.07650000000000001,65,15.6,6,1.2000000000000002,64,10.24,0.67,0.0335,9.6,2.784,5.11,0.7665000000000001,336,26.88
79,12.64,0.1,0.017,44,10.559999999999999,3,0.6000000000000001,0,0.0,0.6,0.03,10.1,2.929,3.31,0.4965,182,14.56
155,24.8,0.48,0.0816,49,11.76,5,1.0,94,15.040000000000001,0.12,0.006,11.1,3.219,3.84,0.576,464,37.12
356,56.96,0.28,0.04760000000000001,109,26.16,5,1.0,91,14.56,0.07,0.0035000000000000005,5.8,1.682,8.92,1.3379999999999999,144,11.52
1147,183.52,0.07,0.011900000000000003,12,2.88,7,1.4000000000000001,21,3.36,0.7,0.034999999999999996,5.3,1.537,6.06,0.9089999999999999,372,29.76
144,23.04,0.07,0.011900000000000003,76,18.24,2,0.4,58,9.28,0.94,0.047,8.8,2.552,2.12,0.318,471,37.68
535,85.60000000000001,0.1,0.017,97,23.279999999999998,0,0.0,14,2.24,0.93,0.04650000000000001,8.6,2.4939999999999998,8.78,1.317,224,17.92
998,159.68,0.33,0.056100000000000004,37,8.879999999999999,2,0.4,91,14.56,0.85,0.0425,12.4,3.5959999999999996,0.6,0.09,320,25.6
384,61.44,0.14,0.023800000000000005,79,18.96,3,0.6000000000000001,7,1.12,0.44,0.022000000000000002,17.5,5.074999999999999,2.47,0.3705,148,11.84
655,104.8,0.31,0.052700000000000004,92,22.08,0,0.0,36,5.76,0.5,0.025,6.5,1.8849999999999998,1.53,0.22949999999999998,203,16.240000000000002
727,116.32000000000001,0.38,0.0646,54,12.959999999999999,0,0.0,15,2.4,0.64,0.032,12.6,3.6539999999999995,8.71,1.3065,191,15.280000000000001
785,125.60000000000001,0.48,0.0816,35,8.4,5,1.0,17,2.72,0.44,0.022000000000000002,7.8,2.262,7.06,1.059,256,20.48
418,66.88,0.14,0.023800000000000005,85,20.4,5,1.0,63,10.08,0.05,0.0025000000000000005,14.8,4.292,4.83,0.7245,415,33.2
1134,181.44,0.42,0.0714,71,17.04,2,0.4,11,1.76,0.9,0.045000000000000005,12.2,3.5379999999999994,7.33,1.0995,356,28.48
1158,185.28,0.33,0.056100000000000004,90,21.599999999999998,6,1.2000000000000002,77,12.32,0.7,0.034999999999999996,14.9,4.321,0.59,0.0885,110,8.8
1031,164.96,0.15,0.025500000000000002,43,10.32,6,1.2000000000000002,83,13.280000000000001,0.82,0.041,16.0,4.64,9.55,1.4325,468,37.44
772,123.52,0.23,0.0391,69,16.56,3,0.6000000000000001,12,1.92,0.26,0.013000000000000001,14.9,4.321,6.31,0.9464999999999999,170,13.6
831,132.96,0.36,0.061200000000000004,62,14.879999999999999,5,1.0,35,5.6000000000000005,0.86,0.043000000000000003,13.7,3.9729999999999994,7.59,1.1384999999999998,463,37.04
604,96.64,0.08,0.013600000000000001,85,20.4,3,0.6000000000000001,30,4.8,0.5,0.025,7.4,2.146,7.26,1.089,5,0.4
787,125.92,0.25,0.0425,108,25.919999999999998,0,0.0,90,14.4,0.87,0.043500000000000004,16.5,4.784999999999999,6.77,1.0154999999999998,396,31.68
637,101.92,0.15,0.025500000000000002,108,25.919999999999998,1,0.2,23,3.68,0.71,0.0355,8.9,2.581,1.32,0.198,43,3.44
176,28.16,0.27,0.0459,114,27.36,1,0.2,50,8.0,0.15,0.0075,10.6,3.074,0.65,0.0975,169,13.52
310,49.6,0.46,0.0782,99,23.759999999999998,6,1.2000000000000002,35,5.6000000000000005,0.76,0.038000000000000006,11.3,3.277,9.92,1.488,140,11.200000000000001
1186,189.76,0.13,0.0221,31,7.4399999999999995,5,1.0,80,12.8,0.64,0.032,13.9,4.031,5.26,0.7889999999999999,217,17.36
1082,173.12,0.44,0.0748,25,6.0,2,0.4,39,6.24,0.74,0.037,15.8,4.582,8.89,1.3335000000000001,138,11.040000000000001
219,35.04,0.29,0.049300000000000004,59,14.16,7,1.4000000000000001,19,3.04,0.24,0.012,7.9,2.291,7.75,1.1624999999999999,187,14.96
776,124.16,0.28,0.04760000000000001,25,6.0,1,0.2,53,8.48,0.18,0.009,5.6,1.6239999999999999,4.48,0.672,43,3.44
739,118.24000000000001,0.18,0.030600000000000002,34,8.16,7,1.4000000000000001,92,14.72,0.43,0.021500000000000002,16.8,4.872,2.98,0.447,332,26.560000000000002
548,87.68,0.24,0.0408,60,14.399999999999999,0,0.0,62,9.92,0.28,0.014000000000000002,7.6,2.2039999999999997,7.82,1.173,388,31.04
667,106.72,0.4,0.068,75,18.0,0,0.0,67,10.72,0.73,0.0365,11.1,3.219,2.77,0.4155,296,23.68
495,79.2,0.48,0.0816,51,12.24,7,1.4000000000000001,54,8.64,0.16,0.008,5.1,1.4789999999999999,8.91,1.3365,105,8.4
196,31.36,0.4,0.068,41,9.84,2,0.4,37,5.92,0.78,0.03900000000000001,15.1,4.379,1.39,0.2085,374,29.92
258,41.28,0.37,0.0629,6,1.44,5,1.0,92,14.72,0.81,0.04050000000000001,5.4,1.566,5.49,0.8235,386,30.88
786,125.76,0.37,0.0629,84,20.16,3,0.6000000000000001,83,13.280000000000001,0.72,0.036,8.4,2.436,1.65,0.24749999999999997,62,4.96
968,154.88,0.18,0.030600000000000002,0,0.0,1,0.2,54,8.64,0.73,0.0365,13.1,3.7989999999999995,2.41,0.3615,470,37.6
173,27.68,0.43,0.0731,63,15.12,5,1.0,92,14.72,0.85,0.0425,8.1,2.3489999999999998,1.0,0.15,176,14.08
270,43.2,0.49,0.0833,91,21.84,6,1.2000000000000002,14,2.24,0.12,0.006,8.6,2.4939999999999998,5.42,0.813,444,35.52
841,134.56,0.38,0.0646,110,26.4,7,1.4000000000000001,4,0.64,0.83,0.0415,5.4,1.566,0.74,0.111,172,13.76
983,157.28,0.35,0.0595,8,1.92,7,1.4000000000000001,13,2.08,0.83,0.0415,15.0,4.35,4.94,0.741,98,7.84
795,127.2,0.4,0.068,26,6.24,6,1.2000000000000002,49,7.84,0.94,0.047,5.7,1.653,9.51,1.4264999999999999,423,33.84
444,71.04,0.21,0.0357,96,23.04,1,0.2,0,0.0,0.8,0.04000000000000001,6.0,1.7399999999999998,6.84,1.026,489,39.12
604,96.64,0.23,0.0391,8,1.92,2,0.4,41,6.5600000000000005,0.94,0.047,7.3,2.117,5.04,0.756,113,9.040000000000001
84,13.44,0.42,0.0714,13,3.12,7,1.4000000000000001,94,15.040000000000001,0.7,0.034999999999999996,7.0,2.03,4.42,0.6629999999999999,240,19.2
838,134.08,0.17,0.028900000000000006,114,27.36,3,0.6000000000000001,90,14.4,0.68,0.034,13.1,3.7989999999999995,1.59,0.2385,183,14.64
682,109.12,0.26,0.0442,2,0.48,5,1.0,11,1.76,0.11,0.0055000000000000005,7.2,2.088,7.63,1.1444999999999999,348,27.84
864,138.24,0.07,0.011900000000000003,112,26.88,1,0.2,4,0.64,0.32,0.016,5.7,1.653,9.59,1.4385,241,19.28
418,66.88,0.42,0.0714,79,18.96,7,1.4000000000000001,4,0.64,0.79,0.03950000000000001,16.2,4.6979999999999995,0.23,0.0345,484,38.72
740,118.4,0.34,0.05780000000000001,104,24.96,0,0.0,61,9.76,0.17,0.0085,16.2,4.6979999999999995,2.88,0.432,308,24.64
381,60.96,0.13,0.0221,95,22.8,3,0.6000000000000001,11,1.76,0.91,0.045500000000000006,6.2,1.7979999999999998,4.34,0.6509999999999999,318,25.44
261,41.76,0.45,0.07650000000000001,73,17.52,7,1.4000000000000001,41,6.5600000000000005,0.72,0.036,5.7,1.653,1.93,0.2895,152,12.16
903,144.48,0.2,0.034,88,21.119999999999997,4,0.8,62,9.92,0.92,0.046000000000000006,9.0,2.61,5.14,0.7709999999999999,457,36.56
997,159.52,0.22,0.0374,112,26.88,2,0.4,7,1.12,0.07,0.0035000000000000005,8.9,2.581,7.76,1.164,304,24.32
222,35.52,0.34,0.05780000000000001,4,0.96,4,0.8,36,5.76,0.5,0.025,14.6,4.234,3.39,0.5085,235,18.8
778,124.48,0.3,0.051000000000000004,54,12.959999999999999,7,1.4000000000000001,29,4.64,0.85,0.0425,14.9,4.321,2.67,0.40049999999999997,237,18.96
936,149.76,0.17,0.028900000000000006,88,21.119999999999997,1,0.2,50,8.0,0.6,0.03,9.3,2.697,1.05,0.1575,270,21.6
1026,164.16,0.49,0.0833,107,25.68,3,0.6000000000000001,88,14.08,0.69,0.034499999999999996,10.5,3.045,4.94,0.741,318,25.44
180,28.8,0.42,0.0714,58,13.92,3,0.6000000000000001,74,11.84,0.74,0.037,7.8,2.262,1.05,0.1575,467,37.36
362,57.92,0.1,0.017,22,5.279999999999999,7,1.4000000000000001,95,15.200000000000001,0.1,0.005000000000000001,9.3,2.697,3.83,0.5745,328,26.240000000000002
40,6.4,0.43,0.0731,114,27.36,3,0.6000000000000001,11,1.76,0.37,0.0185,13.2,3.8279999999999994,2.65,0.39749999999999996,386,30.88
115,18.400000000000002,0.19,0.0323,15,3.5999999999999996,6,1.2000000000000002,89,14.24,0.34,0.017,14.4,4.176,4.92,0.738,13,1.04
265,42.4,0.44,0.0748,27,6.4799999999999995,6,1.2000000000000002,33,5.28,0.53,0.026500000000000003,9.2,2.6679999999999997,5.03,0.7545000000000001,187,14.96
24,3.84,0.4,0.068,95,22.8,4,0.8,63,10.08,0.61,0.0305,13.5,3.9149999999999996,3.02,0.45299999999999996,163,13.040000000000001
116,18.56,0.43,0.0731,70,16.8,0,0.0,18,2.88,0.77,0.038500000000000006,9.6,2.784,2.28,0.34199999999999997,369,29.52
677,108.32000000000001,0.19,0.0323,106,25.439999999999998,6,1.2000000000000002,81,12.96,0.73,0.0365,17.3,5.0169999999999995,0.27,0.0405,394,31.52
946,151.36,0.28,0.04760000000000001,107,25.68,4,0.8,0,0.0,0.33,0.0165,5.4,1.566,8.77,1.3155,177,14.16
725,116.0,0.49,0.0833,101,24.24,2,0.4,41,6.5600000000000005,0.31,0.0155,13.7,3.9729999999999994,7.91,1.1864999999999999,281,22.48
883,141.28,0.34,0.05780000000000001,76,18.24,5,1.0,70,11.200000000000001,0.22,0.011000000000000001,9.8,2.842,8.72,1.308,459,36.72
112,17.92,0.18,0.030600000000000002,77,18.48,1,0.2,65,10.4,0.43,0.021500000000000002,5.1,1.4789999999999999,7.12,1.068,196,15.68
1080,172.8,0.41,0.0697,95,22.8,2,0.4,7,1.12,0.59,0.0295,14.0,4.06,4.61,0.6915,358,28.64
481,76.96000000000001,0.1,0.017,40,9.6,0,0.0,73,11.68,0.78,0.03900000000000001,15.3,4.437,0.61,0.0915,173,13.84
1015,162.4,0.48,0.0816,16,3.84,5,1.0,15,2.4,0.75,0.037500000000000006,7.5,2.175,7.55,1.1324999999999998,286,22.88
723,115.68,0.28,0.04760000000000001,6,1.44,0,0.0,72,11.52,0.31,0.0155,5.7,1.653,5.33,0.7995,361,28.88
633,101.28,0.33,0.056100000000000004,67,16.08,4,0.8,87,13.92,0.6,0.03,5.5,1.595,0.25,0.0375,98,7.84
1066,170.56,0.15,0.025500000000000002,36,8.64,1,0.2,50,8.0,0.88,0.044000000000000004,11.3,3.277,3.4,0.51,176,14.08
961,153.76,0.46,0.0782,115,27.599999999999998,2,0.4,24,3.84,0.45,0.022500000000000003,15.3,4.437,3.83,0.5745,283,22.64
686,109.76,0.07,0.011900000000000003,13,3.12,5,1.0,74,11.84,0.32,0.016,8.6,2.4939999999999998,8.86,1.329,214,17.12
748,119.68,0.39,0.06630000000000001,22,5.279999999999999,4,0.8,55,8.8,0.39,0.019500000000000003,12.9,3.7409999999999997,7.62,1.143,108,8.64
829,132.64000000000001,0.28,0.04760000000000001,8,1.92,5,1.0,19,3.04,0.75,0.037500000000000006,5.7,1.653,6.55,0.9824999999999999,421,33.68
74,11.84,0.09,0.015300000000000001,6,1.44,0,0.0,33,5.28,0.36,0.018,8.4,2.436,2.23,0.33449999999999996,358,28.64
78,12.48,0.36,0.061200000000000004,24,5.76,2,0.4,93,14.88,0.38,0.019000000000000003,6.0,1.7399999999999998,9.24,1.386,105,8.4
333,53.28,0.42,0.0714,35,8.4,6,1.2000000000000002,59,9.44,0.44,0.022000000000000002,14.7,4.263,7.08,1.062,274,21.92
87,13.92,0.22,0.0374,57,13.68,6,1.2000000000000002,10,1.6,0.4,0.020000000000000004,15.4,4.466,4.34,0.6509999999999999,323,25.84
141,22.56,0.22,0.0374,82,19.68,4,0.8,62,9.92,0.54,0.027000000000000003,13.9,4.031,8.93,1.3395,137,10.96
711,113.76,0.05,0.0085,85,20.4,7,1.4000000000000001,55,8.8,0.13,0.006500000000000001,8.5,2.465,8.01,1.2015,103,8.24
1144,183.04,0.29,0.049300000000000004,107,25.68,3,0.6000000000000001,66,10.56,0.72,0.036,12.0,3.4799999999999995,1.88,0.282,220,17.6
822,131.52,0.1,0.017,54,12.959999999999999,1,0.2,17,2.72,0.7,0.034999999999999996,5.1,1.4789999999999999,7.11,1.0665,274,21.92
831,132.96,0.4,0.068,61,14.639999999999999,6,1.2000000000000002,6,0.96,0.08,0.004,9.3,2.697,1.61,0.2415,340,27.2
1136,181.76,0.25,0.0425,79,18.96,6,1.2000000000000002,42,6.72,0.2,0.010000000000000002,12.8,3.7119999999999997,2.89,0.4335,12,0.96
304,48.64,0.13,0.0221,70,16.8,4,0.8,44,7.04,0.83,0.0415,17.3,5.0169999999999995,6.97,1.0454999999999999,492,39.36
266,42.56,0.15,0.025500000000000002,19,4.56,5,1.0,91,14.56,0.82,0.041,16.5,4.784999999999999,9.73,1.4595,278,22.240000000000002
178,28.48,0.26,0.0442,31,7.4399999999999995,6,1.2000000000000002,62,9.92,0.78,0.03900000000000001,12.7,3.6829999999999994,0.14,0.021,334,26.72
811,129.76,0.4,0.068,88,21.119999999999997,2,0.4,76,12.16,0.06,0.003,10.8,3.132,8.95,1.3424999999999998,175,14.0
452,72.32000000000001,0.23,0.0391,63,15.12,6,1.2000000000000002,74,11.84,0.51,0.025500000000000002,6.8,1.9719999999999998,3.19,0.4785,159,12.72
607,97.12,0.34,0.05780000000000001,2,0.48,5,1.0,59,9.44,0.85,0.0425,10.8,3.132,9.33,1.3995,304,24.32
1090,174.4,0.07,0.011900000000000003,52,12.48,4,0.8,20,3.2,0.29,0.014499999999999999,11.3,3.277,7.72,1.158,117,9.36
870,139.20000000000002,0.08,0.013600000000000001,78,18.72,7,1.4000000000000001,53,8.48,0.57,0.028499999999999998,13.9,4.031,8.09,1.2135,437,34.96
206,32.96,0.18,0.030600000000000002,9,2.16,2,0.4,17,2.72,0.61,0.0305,7.8,2.262,2.55,0.38249999999999995,45,3.6
173,27.68,0.39,0.06630000000000001,68,16.32,1,0.2,8,1.28,0.2,0.010000000000000002,7.9,2.291,7.78,1.167,479,38.32
1199,191.84,0.13,0.0221,54,12.959999999999999,5,1.0,94,15.040000000000001,0.68,0.034,10.6,3.074,7.71,1.1564999999999999,319,25.52
1198,191.68,0.18,0.030600000000000002,112,26.88,4,0.8,59,9.44,0.54,0.027000000000000003,8.2,2.3779999999999997,5.18,0.7769999999999999,376,30.080000000000002
994,159.04,0.31,0.052700000000000004,38,9.12,7,1.4000000000000001,32,5.12,0.92,0.046000000000000006,10.3,2.987,4.39,0.6585,147,11.76
685,109.60000000000001,0.22,0.0374,39,9.36,1,0.2,1,0.16,0.05,0.0025000000000000005,11.0,3.19,3.36,0.504,361,28.88
578,92.48,0.48,0.0816,114,27.36,5,1.0,56,8.96,0.93,0.04650000000000001,13.5,3.9149999999999996,3.0,0.44999999999999996,378,30.240000000000002
82,13.120000000000001,0.12,0.0204,107,25.68,3,0.6000000000000001,32,5.12,0.53,0.026500000000000003,15.9,4.611,4.12,0.618,238,19.04
67,10.72,0.28,0.04760000000000001,36,8.64,1,0.2,7,1.12,0.26,0.013000000000000001,6.8,1.9719999999999998,2.51,0.37649999999999995,7,0.56
355,56.800000000000004,0.21,0.0357,64,15.36,5,1.0,46,7.36,0.79,0.03950000000000001,12.1,3.5089999999999995,8.59,1.2885,460,36.800000000000004
1049,167.84,0.47,0.0799,47,11.28,1,0.2,3,0.48,0.93,0.04650000000000001,12.9,3.7409999999999997,7.97,1.1955,120,9.6
900,144.0,0.19,0.0323,54,12.959999999999999,5,1.0,77,12.32,0.64,0.032,10.8,3.132,6.29,0.9435,267,21.36
207,33.12,0.18,0.030600000000000002,109,26.16,3,0.6000000000000001,52,8.32,0.86,0.043000000000000003,12.7,3.6829999999999994,9.05,1.3575000000000002,207,16.56
870,139.20000000000002,0.29,0.049300000000000004,100,24.0,0,0.0,54,8.64,0.39,0.019500000000000003,15.1,4.379,2.72,0.40800000000000003,170,13.6
731,116.96000000000001,0.06,0.0102,30,7.199999999999999,3,0.6000000000000001,39,6.24,0.26,0.013000000000000001,15.7,4.552999999999999,4.94,0.741,43,3.44
1094,175.04,0.14,0.023800000000000005,16,3.84,0,0.0,52,8.32,0.83,0.0415,12.6,3.6539999999999995,5.94,0.891,369,29.52
681,108.96000000000001,0.1,0.017,4,0.96,1,0.2,26,4.16,0.38,0.019000000000000003,15.6,4.524,5.58,0.837,432,34.56
1158,185.28,0.38,0.0646,91,21.84,7,1.4000000000000001,88,14.08,0.09,0.0045,16.2,4.6979999999999995,3.15,0.4725,16,1.28
603,96.48,0.29,0.049300000000000004,21,5.04,7,1.4000000000000001,55,8.8,0.43,0.021500000000000002,17.0,4.93,0.28,0.042,239,19.12
594,95.04,0.07,0.011900000000000003,9,2.16,7,1.4000000000000001,19,3.04,0.32,0.016,12.6,3.6539999999999995,7.21,1.0815,113,9.040000000000001
458,73.28,0.14,0.023800000000000005,8,1.92,1,0.2,28,4.48,0.27,0.013500000000000002,13.1,3.7989999999999995,6.92,1.038,167,13.36
922,147.52,0.47,0.0799,97,23.279999999999998,7,1.4000000000000001,71,11.36,0.17,0.0085,16.4,4.755999999999999,7.44,1.116,416,33.28
257,41.12,0.18,0.030600000000000002,89,21.36,3,0.6000000000000001,54,8.64,0.15,0.0075,11.0,3.19,7.0,1.05,107,8.56
737,117.92,0.3,0.051000000000000004,70,16.8,2,0.4,93,14.88,0.11,0.0055000000000000005,15.0,4.35,2.54,0.381,373,29.84
754,120.64,0.34,0.05780000000000001,12,2.88,6,1.2000000000000002,14,2.24,0.38,0.019000000000000003,8.8,2.552,3.48,0.522,302,24.16
380,60.800000000000004,0.07,0.011900000000000003,113,27.119999999999997,6,1.2000000000000002,59,9.44,0.13,0.006500000000000001,13.0,3.7699999999999996,8.73,1.3095,137,10.96
322,51.52,0.47,0.0799,47,11.28,7,1.4000000000000001,32,5.12,0.48,0.024,6.4,1.8559999999999999,4.58,0.6869999999999999,187,14.96
185,29.6,0.27,0.0459,36,8.64,0,0.0,89,14.24,0.11,0.0055000000000000005,5.5,1.595,2.31,0.3465,39,3.12
610,97.60000000000001,0.26,0.0442,22,5.279999999999999,6,1.2000000000000002,16,2.56,0.78,0.03900000000000001,9.8,2.842,5.15,0.7725000000000001,389,31.12
583,93.28,0.12,0.0204,91,21.84,6,1.2000000000000002,86,13.76,0.69,0.034499999999999996,7.1,2.0589999999999997,2.62,0.393,305,24.400000000000002
1113,178.08,0.43,0.0731,71,17.04,3,0.6000000000000001,45,7.2,0.31,0.0155,9.5,2.755,0.26,0.039,13,1.04
404,64.64,0.41,0.0697,110,26.4,6,1.2000000000000002,3,0.48,0.89,0.044500000000000005,10.0,2.9,0.43,0.0645,193,15.44
982,157.12,0.32,0.054400000000000004,32,7.68,2,0.4,71,11.36,0.88,0.044000000000000004,9.9,2.871,9.36,1.404,72,5.76
103,16.48,0.11,0.0187,14,3.36,1,0.2,20,3.2,0.83,0.0415,5.9,1.711,7.72,1.158,367,29.36
818,130.88,0.23,0.0391,46,11.04,5,1.0,13,2.08,0.63,0.0315,10.3,2.987,4.38,0.6569999999999999,371,29.68
1200,192.0,0.28,0.04760000000000001,80,19.2,0,0.0,26,4.16,0.12,0.006,6.8,1.9719999999999998,2.78,0.417,70,5.6000000000000005
58,9.28,0.27,0.0459,64,15.36,7,1.4000000000000001,94,15.040000000000001,0.38,0.019000000000000003,12.9,3.7409999999999997,2.39,0.3585,470,37.6
700,112.0,0.41,0.0697,53,12.719999999999999,7,1.4000000000000001,42,6.72,0.25,0.0125,13.2,3.8279999999999994,5.45,0.8175,26,2.08
1076,172.16,0.25,0.0425,110,26.4,5,1.0,75,12.0,0.46,0.023000000000000003,13.7,3.9729999999999994,5.4,0.81,316,25.28
