strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
xxxxx,1,Buckwheat,81,Straw,93,Sawdust,289,Grass,53,Sawdust,224,CaCO,CaSO4,cellulose,0.48,1,21,0.8473283879670063,23,3500,Hot-Pressed,80,62,5,85,0.035
zzzzzzzz,0,Bulgur,63,Grass,50,Rapstraw,260,Grass,60,Hemp,271,CaCO,CaSO4,CaCO,0.31,1,18,0.758176609379555,21,4500,Non-Pressed,85,67,17,80,0.029
xxxxx,1,Bulgur,50,Biertreber,57,Sawdust,279,Rapstraw,75,Straw,216,CaCO,cellulose,CaCO,0.42,0,18,0.6123275712376868,13,500,Non-Pressed,80,10,29,80,0.094
xxxxx,1,Buckwheat,56,Straw,63,Straw,257,Grass,88,Grass,221,CaCO,CaSO4,cellulose,0.33,1,27,0.6770075669002344,16,1500,Hot-Pressed,70,41,17,85,0.007
yyyyyyy,0,Buckwheat,56,Grass,60,Vegiplants,276,Biertreber,87,Hemp,200,CaSO4,CaSO4,CaCO,0.36,1,20,0.9030790613175086,23,3000,Non-Pressed,80,36,17,75,0.074
zzzzzzzz,0,Oatmeal,59,Sawdust,56,Grass,237,Sawdust,99,Biertreber,205,cellulose,cellulose,cellulose,0.38,0,24,0.8038560950606194,23,500,Non-Pressed,75,40,41,70,0.047
zzzzzzzz,0,Buckwheat,97,Grass,92,Straw,285,Straw,51,Grass,259,cellulose,cellulose,cellulose,0.52,1,24,0.7652264749900316,15,2500,Cold-Pressed,85,38,29,70,0.098
zzzzzzzz,0,BierTreber,53,Biertreber,81,Biertreber,254,Hemp,82,Grass,300,cellulose,CaCO,CaSO4,0.52,1,19,0.7529018408955946,14,3000,Hot-Pressed,70,31,53,70,0.082
xxxxx,0,BierTreber,61,Straw,100,Hemp,235,Hemp,96,Straw,252,cellulose,CaCO,CaCO,0.32,0,23,0.880187166330795,19,2000,Hot-Pressed,70,76,5,85,0.084
yyyyyyy,0,Oatmeal,71,Vegiplants,75,Rapstraw,202,Straw,70,Straw,262,CaCO,CaCO,cellulose,0.43,1,18,0.8974556637677716,5,3500,Hot-Pressed,75,21,29,80,0.081
zzzzzzzz,0,Barley,69,Straw,93,Rapstraw,295,Biertreber,79,Hemp,273,CaSO4,CaCO,cellulose,0.35,0,19,0.9133938249484932,16,4000,Non-Pressed,70,19,53,85,0.024
xxxxx,1,Oatmeal,100,Rapstraw,61,Grass,264,Sawdust,54,Rapstraw,250,CaSO4,cellulose,CaSO4,0.44,0,28,0.7604864475857367,22,3500,Cold-Pressed,85,10,17,70,0.028
yyyyyyy,0,Barley,70,Biertreber,98,Hemp,222,Grass,53,Biertreber,289,CaCO,cellulose,CaCO,0.3,1,21,0.6558511481352418,19,4500,Non-Pressed,80,53,29,70,0.004
yyyyyyy,0,Barley,66,Sawdust,85,Vegiplants,237,Grass,53,Vegiplants,235,cellulose,CaSO4,cellulose,0.59,0,19,0.8888099289208402,17,4000,Hot-Pressed,75,34,5,75,0.041
zzzzzzzz,1,Buckwheat,61,Vegiplants,60,Grass,296,Hemp,87,Rapstraw,273,CaCO,CaCO,CaCO,0.51,0,24,0.6967905804740793,11,4000,Hot-Pressed,80,71,41,70,0.054
yyyyyyy,0,Buckwheat,100,Straw,58,Hemp,255,Rapstraw,80,Rapstraw,202,CaSO4,cellulose,cellulose,0.49,1,21,0.8988451184554591,7,2000,Hot-Pressed,85,39,5,80,0.068
yyyyyyy,0,BierTreber,79,Hemp,64,Hemp,288,Hemp,89,Grass,252,cellulose,cellulose,CaSO4,0.53,1,20,0.8251217496484671,22,4000,Hot-Pressed,75,77,5,85,0.065
xxxxx,0,Oatmeal,67,Grass,58,Vegiplants,275,Straw,72,Grass,208,CaCO,CaCO,CaSO4,0.38,0,20,0.9309942151738502,5,500,Hot-Pressed,85,69,53,75,0.091
xxxxx,0,Buckwheat,57,Rapstraw,55,Grass,277,Grass,69,Hemp,202,cellulose,CaSO4,cellulose,0.35,1,27,0.8706397503071437,16,2500,Non-Pressed,70,40,17,75,0.015
yyyyyyy,1,Buckwheat,90,Grass,53,Hemp,261,Rapstraw,79,Sawdust,262,CaSO4,CaSO4,CaSO4,0.46,1,24,0.8095414583887908,15,1000,Cold-Pressed,85,76,65,80,0.087
zzzzzzzz,0,Bulgur,85,Straw,53,Biertreber,242,Grass,56,Sawdust,293,CaSO4,CaCO,CaSO4,0.55,1,21,0.7413231268223592,13,2000,Non-Pressed,75,61,53,80,0.038
xxxxx,0,BierTreber,63,Hemp,99,Rapstraw,210,Straw,72,Straw,295,CaCO,CaCO,CaSO4,0.58,1,19,0.6855580660149984,8,4500,Cold-Pressed,70,78,29,85,0.069
zzzzzzzz,1,Oatmeal,81,Sawdust,82,Vegiplants,200,Hemp,56,Hemp,229,CaCO,cellulose,CaSO4,0.42,1,27,0.8102365494591027,14,2500,Hot-Pressed,80,37,29,85,0.055
zzzzzzzz,1,BierTreber,69,Sawdust,89,Biertreber,296,Straw,77,Sawdust,243,CaSO4,CaCO,CaSO4,0.38,1,23,0.8393240660496165,8,500,Cold-Pressed,75,19,65,80,0.044
yyyyyyy,1,Oatmeal,65,Hemp,88,Sawdust,269,Sawdust,77,Vegiplants,269,CaSO4,cellulose,cellulose,0.53,1,19,0.8014149935362653,18,2000,Cold-Pressed,75,29,17,70,0.056
yyyyyyy,1,Buckwheat,62,Grass,80,Sawdust,225,Sawdust,54,Hemp,261,CaSO4,CaSO4,CaCO,0.53,0,27,0.8596325226931519,23,4000,Non-Pressed,75,22,65,80,0.019
zzzzzzzz,0,Oatmeal,55,Sawdust,80,Hemp,298,Hemp,66,Sawdust,282,cellulose,CaCO,CaSO4,0.5,0,21,0.6145435482551825,9,4500,Non-Pressed,70,34,29,85,0.073
zzzzzzzz,1,Bulgur,58,Rapstraw,85,Biertreber,269,Biertreber,96,Hemp,220,CaCO,CaCO,CaSO4,0.47,1,20,0.8659029062170613,24,3000,Non-Pressed,75,32,17,75,0.034
yyyyyyy,0,BierTreber,79,Hemp,98,Biertreber,271,Hemp,83,Biertreber,270,cellulose,CaCO,cellulose,0.37,0,19,0.9220299601068547,22,1500,Cold-Pressed,80,37,29,75,0.093
zzzzzzzz,1,Oatmeal,78,Sawdust,79,Hemp,262,Vegiplants,93,Vegiplants,203,cellulose,CaSO4,CaCO,0.39,1,18,0.6126198773862227,13,1000,Hot-Pressed,80,72,41,75,0.022
yyyyyyy,0,BierTreber,96,Rapstraw,59,Hemp,289,Hemp,78,Hemp,275,CaCO,cellulose,CaCO,0.53,0,24,0.884181059032715,12,3500,Hot-Pressed,70,16,29,80,0.029
xxxxx,0,Barley,63,Biertreber,89,Vegiplants,235,Rapstraw,81,Straw,254,CaSO4,CaSO4,CaCO,0.6,0,25,0.7004246818639941,24,4500,Non-Pressed,75,76,5,75,0.051
zzzzzzzz,0,BierTreber,77,Grass,67,Rapstraw,242,Hemp,93,Straw,250,cellulose,CaSO4,CaSO4,0.35,0,21,0.8806492416566785,9,3000,Cold-Pressed,70,42,29,80,0.066
yyyyyyy,1,Oatmeal,100,Sawdust,71,Hemp,218,Rapstraw,60,Straw,224,CaSO4,CaSO4,CaCO,0.45,0,28,0.6366527907076067,8,1500,Hot-Pressed,75,20,53,80,0.019
yyyyyyy,0,Oatmeal,78,Straw,66,Rapstraw,253,Vegiplants,54,Sawdust,257,CaSO4,cellulose,cellulose,0.59,0,23,0.6115249670495838,23,500,Hot-Pressed,85,79,29,85,0.059
xxxxx,1,Barley,74,Hemp,90,Sawdust,244,Biertreber,87,Grass,203,CaCO,cellulose,CaCO,0.58,0,19,0.6686944164725327,25,4500,Non-Pressed,80,13,17,80,0.052
xxxxx,1,Buckwheat,76,Rapstraw,69,Straw,232,Hemp,52,Rapstraw,216,CaSO4,CaCO,cellulose,0.31,1,20,0.6240048693949345,12,2500,Cold-Pressed,85,44,53,80,0.081
zzzzzzzz,0,BierTreber,53,Hemp,94,Vegiplants,267,Biertreber,77,Hemp,272,CaSO4,CaSO4,CaSO4,0.53,0,18,0.821068866087552,6,3000,Hot-Pressed,75,37,65,70,0.084
xxxxx,0,Oatmeal,94,Rapstraw,87,Rapstraw,254,Rapstraw,91,Vegiplants,282,CaSO4,CaSO4,CaSO4,0.41,0,28,0.893722957116913,24,500,Hot-Pressed,70,51,53,80,0.044
zzzzzzzz,0,Oatmeal,98,Rapstraw,80,Hemp,249,Vegiplants,79,Straw,204,CaSO4,CaSO4,CaSO4,0.32,0,22,0.8682970575019744,11,4500,Cold-Pressed,80,33,17,80,0.04
zzzzzzzz,1,BierTreber,80,Vegiplants,91,Straw,218,Biertreber,94,Straw,212,cellulose,CaCO,CaSO4,0.44,1,25,0.8392602787251398,14,4000,Non-Pressed,75,27,5,75,0.013
xxxxx,0,Oatmeal,84,Sawdust,89,Straw,200,Sawdust,97,Biertreber,281,CaSO4,CaSO4,CaSO4,0.38,0,22,0.7134732854176857,6,1500,Hot-Pressed,80,59,17,75,0.021
zzzzzzzz,1,BierTreber,91,Rapstraw,85,Vegiplants,209,Hemp,89,Grass,212,CaCO,cellulose,CaSO4,0.36,0,26,0.8411732794880451,12,4500,Non-Pressed,75,61,41,80,0.067
xxxxx,1,Barley,70,Sawdust,58,Sawdust,244,Straw,62,Biertreber,227,CaCO,CaSO4,CaSO4,0.48,0,22,0.9326197630819283,9,2000,Non-Pressed,85,70,53,70,0.002
zzzzzzzz,1,Buckwheat,90,Biertreber,81,Rapstraw,279,Rapstraw,52,Hemp,273,cellulose,CaCO,CaCO,0.37,1,23,0.7159211049788924,7,2500,Non-Pressed,85,58,29,85,0.088
yyyyyyy,1,Oatmeal,99,Sawdust,73,Sawdust,210,Biertreber,50,Biertreber,272,CaSO4,CaSO4,cellulose,0.54,0,19,0.6124679081337068,6,2000,Cold-Pressed,70,32,17,85,0.033
xxxxx,0,Buckwheat,59,Biertreber,84,Hemp,264,Vegiplants,85,Hemp,297,CaCO,CaCO,cellulose,0.49,1,25,0.6206323650146979,7,4000,Hot-Pressed,85,40,41,80,0.093
zzzzzzzz,1,Barley,59,Sawdust,98,Straw,228,Rapstraw,51,Straw,249,cellulose,CaCO,cellulose,0.31,1,22,0.6927528363749531,21,3500,Cold-Pressed,75,76,41,85,0.036
xxxxx,1,Buckwheat,90,Rapstraw,81,Rapstraw,250,Hemp,94,Biertreber,226,CaCO,CaSO4,CaCO,0.36,0,23,0.728993476280887,24,1000,Cold-Pressed,70,17,29,70,0.045
yyyyyyy,0,BierTreber,53,Sawdust,57,Hemp,218,Straw,76,Hemp,246,CaSO4,CaSO4,CaSO4,0.32,1,22,0.6234604265155187,10,2000,Non-Pressed,70,56,41,80,0.05
yyyyyyy,1,Oatmeal,53,Biertreber,90,Grass,278,Sawdust,96,Hemp,282,CaSO4,CaCO,CaCO,0.49,1,18,0.9040907315427855,5,2000,Non-Pressed,80,37,53,70,0.058
yyyyyyy,0,Bulgur,61,Sawdust,55,Grass,233,Sawdust,84,Biertreber,270,cellulose,cellulose,CaCO,0.58,1,23,0.6371791797248069,19,1000,Cold-Pressed,85,54,17,80,0.032
zzzzzzzz,1,Buckwheat,61,Vegiplants,96,Vegiplants,218,Sawdust,78,Hemp,221,CaSO4,CaSO4,cellulose,0.42,0,18,0.664818647300532,18,500,Non-Pressed,80,57,65,85,0.057
zzzzzzzz,1,BierTreber,86,Sawdust,70,Grass,249,Vegiplants,55,Hemp,290,cellulose,cellulose,CaSO4,0.41,1,26,0.9089160676066732,7,2000,Hot-Pressed,70,69,65,85,0.01
yyyyyyy,1,Oatmeal,96,Vegiplants,99,Straw,222,Biertreber,74,Vegiplants,268,cellulose,CaCO,CaCO,0.38,1,26,0.6900783172049701,8,2000,Non-Pressed,80,72,29,85,0.045
xxxxx,1,Buckwheat,57,Biertreber,64,Grass,214,Vegiplants,80,Hemp,284,cellulose,cellulose,CaSO4,0.49,0,23,0.8625934630812522,8,1500,Cold-Pressed,75,40,5,75,0.067
zzzzzzzz,0,Oatmeal,70,Grass,91,Hemp,230,Hemp,79,Sawdust,219,CaCO,cellulose,CaCO,0.43,0,24,0.724045577126897,22,500,Non-Pressed,75,50,65,70,0.036
xxxxx,0,Barley,90,Biertreber,53,Hemp,243,Vegiplants,79,Hemp,241,CaCO,cellulose,CaCO,0.39,0,24,0.8340735632385466,10,3500,Non-Pressed,70,36,29,80,0.084
xxxxx,1,Barley,80,Rapstraw,71,Straw,221,Straw,85,Sawdust,220,cellulose,cellulose,CaCO,0.3,0,19,0.7202780551879601,21,2500,Hot-Pressed,80,48,41,75,0.058
zzzzzzzz,1,Bulgur,71,Biertreber,59,Hemp,284,Biertreber,52,Straw,285,CaCO,cellulose,cellulose,0.49,1,26,0.7258715728823862,6,1500,Cold-Pressed,85,25,41,75,0.018
zzzzzzzz,1,Oatmeal,74,Grass,61,Rapstraw,214,Grass,91,Vegiplants,262,cellulose,cellulose,CaSO4,0.36,1,23,0.8010856819583507,24,4000,Non-Pressed,80,14,41,85,0.059
xxxxx,0,BierTreber,52,Biertreber,70,Grass,211,Rapstraw,82,Rapstraw,240,CaCO,CaCO,CaCO,0.48,1,18,0.9102312401560111,19,2000,Non-Pressed,75,58,5,80,0.097
xxxxx,1,Barley,99,Biertreber,96,Sawdust,279,Sawdust,63,Vegiplants,206,cellulose,CaSO4,cellulose,0.41,0,21,0.6131423829930426,23,1500,Cold-Pressed,85,27,5,80,0.007
yyyyyyy,0,Bulgur,53,Hemp,71,Sawdust,222,Biertreber,51,Grass,231,cellulose,cellulose,cellulose,0.6,0,21,0.7477586720013201,19,1500,Cold-Pressed,85,53,5,70,0.076
yyyyyyy,0,Bulgur,72,Vegiplants,91,Grass,251,Sawdust,93,Biertreber,261,cellulose,CaSO4,CaCO,0.53,1,24,0.6930115468032987,16,3500,Cold-Pressed,80,65,29,70,0.083
zzzzzzzz,1,Oatmeal,66,Sawdust,76,Straw,244,Straw,79,Grass,279,CaSO4,cellulose,CaCO,0.31,1,24,0.8900652858999812,7,1000,Hot-Pressed,70,67,5,75,0.038
xxxxx,1,Barley,99,Hemp,87,Vegiplants,298,Rapstraw,85,Vegiplants,239,CaSO4,CaCO,CaSO4,0.53,0,22,0.803154274562075,22,500,Hot-Pressed,85,42,5,85,0.028
zzzzzzzz,0,Bulgur,94,Sawdust,78,Biertreber,254,Vegiplants,90,Sawdust,251,cellulose,CaSO4,cellulose,0.43,0,23,0.893820850711124,8,3500,Hot-Pressed,75,63,53,85,0.08
zzzzzzzz,0,Oatmeal,60,Hemp,93,Hemp,295,Biertreber,83,Hemp,274,cellulose,cellulose,CaSO4,0.58,0,18,0.7834382112361749,22,1500,Non-Pressed,80,52,29,85,0.061
zzzzzzzz,0,Oatmeal,70,Grass,51,Grass,258,Vegiplants,67,Sawdust,225,cellulose,CaSO4,CaCO,0.45,1,25,0.6941030235741328,12,3000,Non-Pressed,75,75,5,85,0.068
zzzzzzzz,1,BierTreber,63,Grass,70,Hemp,282,Straw,70,Vegiplants,289,CaCO,cellulose,CaCO,0.51,0,23,0.9274724751113091,15,3500,Hot-Pressed,85,10,5,70,0.046
zzzzzzzz,1,Buckwheat,58,Grass,76,Biertreber,248,Rapstraw,78,Rapstraw,276,CaCO,CaSO4,CaSO4,0.35,0,28,0.9280416043177347,20,1000,Hot-Pressed,85,63,17,75,0.079
xxxxx,1,BierTreber,56,Grass,86,Vegiplants,245,Vegiplants,51,Hemp,244,cellulose,CaCO,cellulose,0.41,1,21,0.7199196999429759,13,2500,Non-Pressed,75,30,53,75,0.012
xxxxx,0,Bulgur,89,Straw,56,Hemp,213,Rapstraw,83,Rapstraw,208,cellulose,CaSO4,CaCO,0.46,0,26,0.9452659069776939,7,2000,Cold-Pressed,85,38,5,70,0.041
yyyyyyy,0,BierTreber,82,Vegiplants,98,Grass,295,Biertreber,59,Rapstraw,242,cellulose,CaCO,cellulose,0.44,0,28,0.6540061347415993,14,1000,Non-Pressed,70,59,53,70,0.083
zzzzzzzz,0,Barley,52,Grass,70,Hemp,264,Rapstraw,85,Grass,300,CaSO4,CaCO,CaSO4,0.37,0,26,0.7451940465518337,18,1000,Cold-Pressed,80,24,29,80,0.072
yyyyyyy,1,Buckwheat,62,Biertreber,87,Straw,208,Sawdust,94,Rapstraw,279,CaSO4,CaCO,CaCO,0.56,1,28,0.6968773123668537,14,2500,Hot-Pressed,70,66,29,75,0.005
zzzzzzzz,1,Oatmeal,97,Grass,85,Vegiplants,237,Grass,57,Hemp,254,CaSO4,CaSO4,CaSO4,0.33,1,23,0.8607051405406554,11,4500,Hot-Pressed,80,60,53,70,0.073
xxxxx,1,Buckwheat,73,Rapstraw,91,Vegiplants,220,Rapstraw,58,Grass,288,CaCO,CaCO,cellulose,0.45,1,24,0.646720222358942,22,4500,Hot-Pressed,75,19,17,70,0.076
yyyyyyy,1,Buckwheat,69,Biertreber,58,Vegiplants,286,Vegiplants,61,Hemp,240,cellulose,CaSO4,CaCO,0.6,0,24,0.8496899758919867,15,4000,Hot-Pressed,85,61,17,85,0.051
zzzzzzzz,1,Oatmeal,66,Sawdust,86,Straw,271,Rapstraw,53,Grass,252,cellulose,cellulose,CaSO4,0.33,1,23,0.7912313809649673,21,1000,Non-Pressed,80,45,65,80,0.048
zzzzzzzz,1,Oatmeal,71,Hemp,61,Vegiplants,218,Sawdust,64,Rapstraw,291,cellulose,cellulose,cellulose,0.49,0,22,0.8394327074204321,12,3000,Hot-Pressed,80,74,5,70,0.074
xxxxx,0,Bulgur,55,Sawdust,52,Rapstraw,262,Biertreber,52,Sawdust,268,cellulose,CaCO,cellulose,0.34,1,19,0.9008689828000933,7,500,Cold-Pressed,80,36,65,75,0.09
yyyyyyy,0,Barley,88,Biertreber,82,Straw,240,Rapstraw,63,Hemp,250,cellulose,CaCO,CaCO,0.6,1,27,0.8488246723215529,7,3500,Non-Pressed,70,70,41,80,0.042
xxxxx,0,Oatmeal,64,Hemp,72,Biertreber,274,Straw,86,Sawdust,272,CaCO,CaCO,CaSO4,0.32,0,26,0.7313955176985396,17,1500,Hot-Pressed,75,12,5,80,0.048
xxxxx,0,Oatmeal,70,Vegiplants,80,Hemp,231,Hemp,99,Hemp,213,CaSO4,cellulose,cellulose,0.39,0,28,0.783295201932751,6,4000,Non-Pressed,80,50,41,85,0.025
xxxxx,1,Oatmeal,54,Vegiplants,72,Hemp,224,Straw,93,Biertreber,251,cellulose,CaCO,CaCO,0.59,0,27,0.6546873878408321,23,1500,Hot-Pressed,75,10,65,80,0.062
yyyyyyy,0,Barley,81,Rapstraw,62,Straw,292,Sawdust,58,Grass,220,CaSO4,CaCO,cellulose,0.46,1,23,0.7963294128517889,15,3000,Non-Pressed,70,77,65,80,0.065
zzzzzzzz,1,BierTreber,81,Biertreber,68,Vegiplants,269,Grass,91,Hemp,267,cellulose,CaCO,CaSO4,0.49,0,18,0.7826147033906949,6,2000,Hot-Pressed,80,39,17,80,0.093
yyyyyyy,1,BierTreber,94,Vegiplants,96,Sawdust,275,Biertreber,62,Biertreber,214,CaCO,cellulose,cellulose,0.46,0,20,0.6659843945196733,22,4500,Cold-Pressed,75,11,65,70,0.079
zzzzzzzz,1,Bulgur,62,Straw,92,Straw,258,Straw,68,Rapstraw,291,cellulose,cellulose,CaCO,0.5,0,23,0.9328109734307575,6,500,Non-Pressed,75,55,41,75,0.059
zzzzzzzz,1,BierTreber,89,Biertreber,61,Rapstraw,224,Vegiplants,89,Grass,232,CaCO,cellulose,cellulose,0.35,0,24,0.676089342493046,18,1500,Hot-Pressed,80,26,65,85,0.026
yyyyyyy,0,BierTreber,92,Straw,63,Straw,215,Hemp,97,Biertreber,210,CaCO,CaSO4,cellulose,0.36,1,25,0.6407128984121738,22,3000,Non-Pressed,85,47,41,85,0.042
yyyyyyy,1,Buckwheat,92,Sawdust,99,Vegiplants,248,Sawdust,80,Vegiplants,282,CaCO,CaSO4,CaSO4,0.59,1,28,0.653515111402796,11,3000,Cold-Pressed,75,23,53,80,0.011
zzzzzzzz,1,Barley,53,Sawdust,63,Biertreber,209,Sawdust,59,Hemp,271,cellulose,cellulose,cellulose,0.33,0,23,0.9151384680412196,16,2000,Cold-Pressed,85,41,5,70,0.094
yyyyyyy,0,Oatmeal,96,Rapstraw,63,Rapstraw,224,Hemp,79,Straw,239,CaSO4,CaSO4,CaSO4,0.5,0,27,0.741108678328601,20,2500,Hot-Pressed,85,56,41,75,0.088
yyyyyyy,1,Oatmeal,80,Straw,72,Grass,282,Biertreber,59,Sawdust,224,cellulose,CaCO,CaSO4,0.43,1,25,0.8074256842925495,10,500,Non-Pressed,70,73,17,70,0.017
yyyyyyy,1,BierTreber,96,Straw,56,Hemp,267,Straw,60,Sawdust,241,cellulose,CaCO,CaCO,0.32,0,19,0.6479877104613074,5,3500,Cold-Pressed,85,33,5,75,0.053
zzzzzzzz,0,Bulgur,57,Grass,55,Rapstraw,200,Grass,85,Vegiplants,248,CaCO,CaSO4,CaSO4,0.53,0,26,0.6508604677541593,19,3000,Cold-Pressed,85,78,29,80,0.048
xxxxx,1,Oatmeal,68,Hemp,86,Rapstraw,222,Grass,58,Sawdust,230,CaSO4,cellulose,cellulose,0.49,0,20,0.9350309230987401,20,1000,Cold-Pressed,70,70,17,70,0.01
yyyyyyy,0,Bulgur,62,Sawdust,63,Grass,212,Sawdust,76,Hemp,281,cellulose,CaCO,CaCO,0.36,0,23,0.814627674446569,20,1500,Cold-Pressed,80,60,41,70,0.013
yyyyyyy,1,Barley,70,Straw,99,Rapstraw,208,Grass,81,Rapstraw,219,CaCO,CaCO,CaCO,0.32,1,22,0.9496952247856503,22,1500,Cold-Pressed,75,13,41,85,0.023
xxxxx,0,BierTreber,79,Sawdust,69,Biertreber,234,Sawdust,79,Vegiplants,237,CaSO4,cellulose,CaSO4,0.4,1,20,0.6434691933046981,16,4000,Non-Pressed,75,65,5,80,0.03
xxxxx,0,Buckwheat,93,Sawdust,61,Grass,258,Biertreber,90,Hemp,281,CaCO,CaCO,CaSO4,0.33,1,28,0.8952389249656539,7,4500,Cold-Pressed,75,59,41,85,0.05
zzzzzzzz,1,Oatmeal,71,Biertreber,79,Hemp,202,Biertreber,96,Hemp,283,CaCO,cellulose,CaSO4,0.34,1,26,0.7353654284594284,13,4000,Non-Pressed,75,15,41,70,0.034
xxxxx,1,Barley,93,Sawdust,86,Hemp,247,Hemp,50,Rapstraw,203,cellulose,cellulose,cellulose,0.52,0,18,0.9052671307391218,16,1000,Non-Pressed,75,56,5,80,0.035
yyyyyyy,0,Oatmeal,59,Straw,95,Hemp,266,Hemp,77,Biertreber,256,CaCO,CaSO4,CaSO4,0.49,1,25,0.6319838125600675,6,500,Hot-Pressed,85,45,65,75,0.008
yyyyyyy,0,Oatmeal,91,Straw,100,Sawdust,245,Vegiplants,59,Sawdust,289,cellulose,CaSO4,CaCO,0.34,0,27,0.6874768415616413,7,1500,Hot-Pressed,75,25,53,80,0.09
zzzzzzzz,1,BierTreber,70,Straw,61,Hemp,263,Hemp,74,Vegiplants,270,CaCO,cellulose,cellulose,0.55,1,26,0.8649774658462228,23,3500,Non-Pressed,75,48,5,85,0.031
yyyyyyy,1,Buckwheat,57,Grass,78,Grass,290,Vegiplants,93,Grass,201,cellulose,cellulose,cellulose,0.54,0,22,0.9143130259854533,21,500,Hot-Pressed,75,70,41,70,0.037
xxxxx,0,Barley,51,Hemp,57,Biertreber,295,Rapstraw,80,Rapstraw,213,CaCO,CaCO,CaSO4,0.32,1,24,0.8185162571563657,15,4000,Non-Pressed,70,15,41,85,0.033
zzzzzzzz,1,BierTreber,58,Grass,77,Sawdust,296,Rapstraw,89,Biertreber,244,CaSO4,CaCO,cellulose,0.34,0,24,0.7525257759917046,7,3500,Cold-Pressed,70,54,65,85,0.01
yyyyyyy,0,BierTreber,52,Vegiplants,69,Biertreber,245,Rapstraw,85,Hemp,264,cellulose,CaSO4,CaSO4,0.58,0,25,0.8001984801074893,20,1000,Non-Pressed,75,50,41,70,0.085
xxxxx,0,Bulgur,93,Hemp,73,Straw,224,Vegiplants,53,Biertreber,260,cellulose,cellulose,CaSO4,0.36,0,21,0.8930024862721297,12,2000,Non-Pressed,80,42,17,80,0.067
xxxxx,1,Oatmeal,67,Rapstraw,75,Hemp,200,Straw,63,Straw,248,CaCO,CaCO,CaSO4,0.59,1,22,0.6148271008842751,18,4500,Hot-Pressed,80,14,65,80,0.086
xxxxx,1,Buckwheat,91,Rapstraw,67,Vegiplants,289,Rapstraw,95,Straw,261,cellulose,CaSO4,CaSO4,0.32,0,21,0.8848927403121338,17,3500,Non-Pressed,70,48,17,85,0.063
xxxxx,0,Oatmeal,80,Sawdust,81,Vegiplants,223,Rapstraw,61,Biertreber,297,cellulose,CaSO4,CaSO4,0.56,0,24,0.7533100929899381,24,2000,Cold-Pressed,75,75,5,85,0.076
zzzzzzzz,0,Buckwheat,99,Vegiplants,94,Hemp,281,Sawdust,97,Sawdust,286,CaCO,cellulose,CaCO,0.38,0,20,0.7135067720764435,16,4000,Hot-Pressed,75,61,53,75,0.025
zzzzzzzz,0,Oatmeal,90,Straw,81,Grass,272,Straw,84,Straw,245,CaCO,cellulose,CaCO,0.45,1,19,0.7109304019457502,9,4000,Cold-Pressed,75,50,53,85,0.052
xxxxx,1,Oatmeal,89,Vegiplants,96,Vegiplants,300,Sawdust,99,Sawdust,248,CaSO4,CaCO,CaSO4,0.51,0,26,0.6357478626923264,8,1500,Cold-Pressed,85,71,29,70,0.05
xxxxx,0,BierTreber,76,Sawdust,55,Vegiplants,232,Rapstraw,90,Hemp,291,CaSO4,CaCO,cellulose,0.53,0,27,0.6457271886346091,25,4000,Cold-Pressed,80,73,5,70,0.034
yyyyyyy,1,Oatmeal,88,Biertreber,84,Rapstraw,211,Biertreber,57,Biertreber,246,cellulose,CaCO,cellulose,0.53,0,28,0.6754007695318297,17,2000,Non-Pressed,85,76,17,80,0.011
zzzzzzzz,1,BierTreber,89,Rapstraw,79,Grass,228,Vegiplants,88,Vegiplants,225,CaSO4,CaSO4,cellulose,0.39,0,20,0.9089660733259826,16,500,Cold-Pressed,85,80,65,75,0.049
yyyyyyy,0,Barley,97,Biertreber,73,Sawdust,205,Straw,85,Sawdust,286,CaCO,cellulose,CaSO4,0.58,1,23,0.6297272636995283,15,1500,Cold-Pressed,80,61,29,70,0.058
zzzzzzzz,0,Bulgur,98,Grass,85,Rapstraw,247,Hemp,95,Biertreber,273,CaCO,CaCO,cellulose,0.53,0,21,0.7438751789005392,20,4500,Hot-Pressed,80,26,5,70,0.018
zzzzzzzz,0,Barley,92,Hemp,65,Grass,211,Hemp,87,Sawdust,254,cellulose,CaSO4,cellulose,0.37,0,23,0.844114203019869,15,3000,Cold-Pressed,70,27,53,70,0.031
xxxxx,0,Oatmeal,72,Straw,65,Grass,232,Rapstraw,67,Rapstraw,272,CaCO,CaCO,CaSO4,0.45,1,28,0.8620851867915109,7,4500,Non-Pressed,75,69,5,80,0.069
yyyyyyy,0,Buckwheat,71,Vegiplants,78,Biertreber,284,Rapstraw,75,Sawdust,245,CaSO4,cellulose,CaSO4,0.56,1,20,0.699869864984575,9,1500,Cold-Pressed,75,78,53,75,0.046
yyyyyyy,0,Oatmeal,63,Rapstraw,90,Biertreber,270,Vegiplants,72,Grass,266,CaSO4,CaSO4,cellulose,0.33,1,22,0.8279820260325764,9,2500,Cold-Pressed,80,57,17,85,0.096
